IP1,IP2,IP3,IP4,IP5,IP6,Average,Predikat
2.31,1.55,2.71,2.96,2.12,1.23,2.15,Memuaskan
3.31,3.92,3.73,1.76,1.16,1.69,2.59,Memuaskan
3.68,1.73,1.26,3.46,3.58,3.62,2.89,Sangat Memuaskan
1.43,2.73,2.01,1.27,3.63,3.93,2.50,Memuaskan
1.51,2.61,1.19,2.94,1.74,3.39,2.23,Memuaskan
3.23,1.62,3.02,3.51,2.98,1.14,2.58,Memuaskan
1.39,2.83,1.42,2.04,3.84,2.12,2.27,Memuaskan
1.63,3.03,3.73,1.94,2.88,1.84,2.51,Memuaskan
3.53,2.38,2.98,1.76,1.49,1.86,2.33,Memuaskan
2.76,3.95,1.79,3.24,1.45,1.96,2.53,Memuaskan
2.63,2.07,3.60,3.60,3.55,1.19,2.77,Sangat Memuaskan
1.71,1.16,1.59,2.22,2.81,1.83,1.89,Tidak Lulus
2.37,2.04,2.88,3.56,2.94,2.87,2.78,Sangat Memuaskan
2.90,2.77,2.39,3.38,3.85,2.83,3.02,Sangat Memuaskan
1.24,2.78,2.97,1.32,1.45,3.84,2.27,Memuaskan
3.96,1.38,3.92,3.14,1.81,3.63,2.98,Sangat Memuaskan
3.59,2.80,2.24,1.68,1.22,2.07,2.26,Memuaskan
1.16,1.41,2.04,2.65,1.47,2.85,1.93,Tidak Lulus
1.31,2.82,1.54,3.97,1.29,3.91,2.47,Memuaskan
1.07,2.15,1.35,3.54,2.74,2.24,2.18,Memuaskan
3.80,1.67,3.29,3.94,1.24,2.58,2.75,Memuaskan
2.24,1.68,1.36,3.12,3.35,3.26,2.50,Memuaskan
3.34,2.03,3.06,3.30,3.52,3.78,3.17,Sangat Memuaskan
2.58,1.37,1.65,3.35,1.76,2.04,2.13,Memuaskan
2.40,1.56,1.19,3.55,1.38,2.42,2.08,Memuaskan
1.57,1.15,2.02,2.73,3.99,3.79,2.54,Memuaskan
2.03,1.79,3.24,3.25,3.57,1.50,2.56,Memuaskan
2.29,1.40,2.79,2.77,3.82,3.47,2.76,Memuaskan
1.38,3.89,3.06,2.46,1.09,1.32,2.20,Memuaskan
1.63,1.08,2.28,3.40,3.28,3.65,2.55,Memuaskan
2.16,2.40,1.30,2.66,1.54,3.69,2.29,Memuaskan
2.11,2.65,2.21,3.79,2.93,3.91,2.93,Sangat Memuaskan
2.82,3.65,3.35,3.24,3.40,3.23,3.28,Sangat Memuaskan
1.48,3.91,3.09,2.59,1.21,1.23,2.25,Memuaskan
1.82,1.52,2.52,3.35,3.78,2.11,2.52,Memuaskan
3.46,2.06,2.74,1.68,2.06,3.38,2.56,Memuaskan
2.13,3.68,3.70,2.13,2.06,3.80,2.92,Sangat Memuaskan
2.11,3.81,1.98,2.35,2.85,2.75,2.64,Memuaskan
1.25,3.30,2.77,2.04,2.10,3.10,2.43,Memuaskan
3.88,2.25,1.30,3.54,3.53,3.54,3.01,Sangat Memuaskan
2.47,1.07,3.95,2.43,1.39,1.87,2.20,Memuaskan
1.29,2.44,2.99,3.73,1.10,3.10,2.44,Memuaskan
3.59,1.40,1.69,2.54,3.28,3.07,2.59,Memuaskan
2.69,3.86,2.81,3.85,3.29,3.85,3.39,Sangat Memuaskan
1.85,3.91,3.07,2.68,2.00,1.63,2.52,Memuaskan
2.98,3.97,1.64,2.74,3.17,3.30,2.96,Sangat Memuaskan
3.45,3.94,2.03,1.75,1.23,1.30,2.28,Memuaskan
1.83,3.57,1.30,1.35,1.36,3.31,2.12,Memuaskan
2.71,1.41,3.42,2.51,1.92,2.00,2.33,Memuaskan
3.86,3.07,3.27,2.37,1.03,2.30,2.65,Memuaskan
2.93,2.04,1.83,1.30,1.95,1.80,1.98,Tidak Lulus
1.59,1.52,2.60,1.69,1.72,2.60,1.95,Tidak Lulus
2.44,2.28,3.95,1.91,3.32,1.88,2.63,Memuaskan
3.32,3.56,3.10,3.47,2.39,1.54,2.90,Sangat Memuaskan
2.55,1.14,1.44,3.45,1.97,3.85,2.40,Memuaskan
1.88,2.00,2.00,2.80,2.98,1.22,2.15,Memuaskan
2.66,1.80,3.15,2.69,1.63,3.87,2.63,Memuaskan
1.35,3.37,3.71,2.19,2.79,1.71,2.52,Memuaskan
3.48,3.46,1.42,1.33,1.29,1.93,2.15,Memuaskan
3.56,1.52,1.32,2.41,2.62,1.80,2.20,Memuaskan
1.60,1.16,1.01,3.65,3.17,1.18,1.96,Tidak Lulus
1.43,3.44,1.57,3.59,1.23,3.37,2.44,Memuaskan
2.96,3.58,3.07,3.60,3.59,1.28,3.01,Sangat Memuaskan
2.01,2.43,3.25,3.93,1.82,1.84,2.55,Memuaskan
3.09,2.19,3.76,1.29,2.07,2.90,2.55,Memuaskan
1.26,1.50,3.85,3.35,1.58,2.50,2.34,Memuaskan
3.84,1.82,1.77,1.05,1.75,1.71,1.99,Tidak Lulus
1.30,2.49,3.59,2.70,1.29,1.28,2.11,Memuaskan
3.82,2.36,3.07,3.49,1.78,1.18,2.62,Memuaskan
2.19,3.19,3.99,3.91,3.62,3.37,3.38,Sangat Memuaskan
1.95,1.68,2.44,2.54,3.74,3.14,2.58,Memuaskan
1.35,1.22,1.38,3.43,2.89,2.92,2.20,Memuaskan
1.14,2.43,1.61,2.06,3.49,3.00,2.29,Memuaskan
1.28,1.86,3.55,3.25,3.78,3.98,2.95,Sangat Memuaskan
1.45,2.69,3.29,3.28,2.38,1.67,2.46,Memuaskan
1.83,3.98,3.29,3.74,1.51,3.43,2.96,Sangat Memuaskan
2.09,2.92,1.96,1.57,3.13,3.29,2.49,Memuaskan
2.23,3.68,1.55,2.27,3.92,1.08,2.46,Memuaskan
1.71,1.58,3.01,1.67,3.85,2.03,2.31,Memuaskan
2.30,3.74,2.42,2.44,3.45,2.74,2.85,Sangat Memuaskan
1.90,2.38,1.32,2.88,1.44,2.94,2.14,Memuaskan
2.01,2.09,1.29,2.52,2.95,3.78,2.44,Memuaskan
1.66,1.99,3.56,2.68,1.48,1.19,2.09,Memuaskan
1.03,2.98,3.25,2.74,2.92,2.46,2.56,Memuaskan
1.79,3.22,3.61,3.44,3.87,3.61,3.26,Sangat Memuaskan
2.48,1.65,3.42,2.00,3.82,3.18,2.76,Memuaskan
3.51,3.66,3.70,1.41,1.39,1.58,2.54,Memuaskan
1.34,1.56,2.74,1.41,2.25,3.54,2.14,Memuaskan
1.88,1.04,2.23,2.77,3.52,2.01,2.24,Memuaskan
3.60,3.70,3.92,2.34,2.68,2.26,3.08,Sangat Memuaskan
3.77,1.77,3.52,2.80,2.23,2.09,2.70,Memuaskan
3.46,3.09,2.49,2.63,2.90,1.48,2.67,Memuaskan
3.49,1.30,1.01,1.87,3.69,1.68,2.17,Memuaskan
2.01,3.65,2.52,3.48,1.27,2.54,2.58,Memuaskan
2.83,2.81,1.04,3.36,1.83,1.28,2.19,Memuaskan
2.12,2.93,2.95,3.33,2.27,2.56,2.69,Memuaskan
2.89,2.17,2.68,2.75,2.59,1.67,2.46,Memuaskan
3.19,2.57,1.74,1.25,3.10,1.17,2.17,Memuaskan
3.43,3.26,2.12,1.13,3.16,2.12,2.54,Memuaskan
1.48,2.67,3.68,1.33,2.96,1.08,2.20,Memuaskan
1.37,3.68,1.88,1.88,3.67,3.73,2.70,Memuaskan
1.55,2.10,1.74,2.97,1.72,1.25,1.89,Tidak Lulus
1.04,3.91,1.18,1.40,2.48,2.76,2.13,Memuaskan
2.73,3.78,2.81,1.10,3.02,2.16,2.60,Memuaskan
1.89,2.89,2.27,2.63,3.79,1.48,2.49,Memuaskan
1.24,3.37,3.27,3.11,2.85,2.94,2.80,Sangat Memuaskan
1.98,3.55,1.34,3.47,2.33,3.87,2.76,Memuaskan
3.73,1.43,1.70,1.08,1.74,1.47,1.86,Tidak Lulus
1.99,1.60,2.30,1.87,2.16,3.62,2.26,Memuaskan
3.13,3.13,1.05,2.66,3.12,1.91,2.50,Memuaskan
1.28,2.48,3.91,3.06,2.52,2.14,2.56,Memuaskan
3.40,3.94,3.20,3.32,1.57,3.74,3.19,Sangat Memuaskan
2.78,2.51,2.89,3.35,2.24,3.46,2.87,Sangat Memuaskan
2.71,2.25,2.06,3.94,3.80,3.40,3.03,Sangat Memuaskan
1.74,3.02,2.74,1.08,3.59,1.82,2.33,Memuaskan
2.88,1.76,3.73,1.06,2.60,2.72,2.46,Memuaskan
3.64,2.89,1.74,1.71,2.00,3.18,2.53,Memuaskan
2.34,2.41,1.85,1.76,2.23,3.37,2.32,Memuaskan
2.01,3.05,3.08,2.48,1.59,3.51,2.62,Memuaskan
3.75,3.72,2.19,3.57,3.47,1.73,3.07,Sangat Memuaskan
1.49,1.28,1.26,3.14,3.45,1.96,2.10,Memuaskan
3.71,2.37,2.84,3.30,1.30,2.18,2.62,Memuaskan
3.02,3.61,3.29,1.59,3.13,1.76,2.73,Memuaskan
3.77,2.18,1.20,3.04,2.16,1.21,2.26,Memuaskan
1.87,2.70,1.36,2.29,2.39,2.70,2.22,Memuaskan
2.48,2.97,1.69,3.95,1.41,3.73,2.71,Memuaskan
1.45,1.45,1.35,3.97,2.94,1.28,2.07,Memuaskan
3.12,1.52,3.95,2.88,2.36,2.71,2.76,Memuaskan
1.41,1.99,2.29,3.60,1.01,1.99,2.05,Memuaskan
3.17,2.47,1.72,1.83,3.81,3.39,2.73,Memuaskan
1.73,2.25,1.13,2.42,1.09,1.10,1.62,Tidak Lulus
1.33,1.71,3.04,1.18,3.65,3.25,2.36,Memuaskan
2.09,2.02,1.37,3.73,1.20,1.98,2.06,Memuaskan
2.29,2.50,3.16,3.56,3.55,1.91,2.83,Sangat Memuaskan
2.11,3.69,1.31,3.55,1.73,1.76,2.36,Memuaskan
2.12,2.74,3.70,1.82,3.18,3.11,2.78,Sangat Memuaskan
3.09,1.33,1.42,3.91,3.11,4.00,2.81,Sangat Memuaskan
1.98,3.18,1.18,1.72,2.28,1.74,2.01,Memuaskan
2.08,1.05,2.29,1.30,3.86,1.01,1.93,Tidak Lulus
3.77,3.78,2.61,1.11,2.57,3.76,2.93,Sangat Memuaskan
3.61,3.59,1.99,2.70,2.61,1.21,2.62,Memuaskan
2.01,1.03,3.72,1.88,2.98,1.77,2.23,Memuaskan
1.14,2.77,1.97,1.72,3.52,2.19,2.22,Memuaskan
2.10,1.28,2.96,1.88,1.98,2.66,2.14,Memuaskan
2.51,1.07,2.26,2.09,3.49,1.68,2.18,Memuaskan
3.48,3.77,1.49,1.37,3.21,3.65,2.83,Sangat Memuaskan
1.17,3.09,3.54,1.75,2.31,3.82,2.61,Memuaskan
2.00,2.41,2.94,2.99,1.12,2.99,2.41,Memuaskan
1.71,2.76,2.75,2.09,3.69,3.09,2.68,Memuaskan
1.91,3.19,3.31,1.30,3.40,1.02,2.35,Memuaskan
1.68,1.55,1.90,1.04,2.95,1.00,1.69,Tidak Lulus
3.50,2.54,3.39,3.72,1.92,3.39,3.08,Sangat Memuaskan
1.96,3.74,2.37,2.00,1.71,2.73,2.42,Memuaskan
1.35,1.95,3.46,1.47,1.10,2.90,2.04,Memuaskan
3.11,1.04,1.56,1.35,3.33,3.31,2.28,Memuaskan
3.16,2.52,2.34,1.93,1.41,4.00,2.56,Memuaskan
3.14,1.41,1.91,1.69,1.37,3.76,2.21,Memuaskan
2.25,3.08,1.47,3.02,3.00,1.87,2.45,Memuaskan
2.55,2.75,1.05,3.42,3.32,3.75,2.81,Sangat Memuaskan
1.99,2.30,3.48,2.30,2.97,3.19,2.71,Memuaskan
3.14,1.64,3.58,1.72,3.91,3.70,2.95,Sangat Memuaskan
3.35,2.50,2.76,2.95,1.83,1.22,2.44,Memuaskan
2.83,3.40,2.48,3.05,2.89,1.06,2.62,Memuaskan
2.12,1.84,2.01,2.12,2.72,3.51,2.39,Memuaskan
1.30,2.24,2.68,1.74,3.43,3.28,2.44,Memuaskan
1.47,3.96,1.67,1.05,2.66,1.26,2.01,Memuaskan
2.81,2.02,1.77,1.34,3.64,3.04,2.44,Memuaskan
3.25,1.35,3.79,2.51,1.37,1.80,2.34,Memuaskan
3.20,2.65,2.73,1.64,1.50,1.54,2.21,Memuaskan
1.18,3.44,1.36,3.16,3.19,3.06,2.57,Memuaskan
1.55,2.08,2.09,3.46,1.88,1.84,2.15,Memuaskan
2.44,3.48,2.70,2.41,3.35,2.73,2.85,Sangat Memuaskan
3.55,3.94,3.76,2.44,1.81,1.29,2.80,Sangat Memuaskan
1.68,1.29,1.06,1.68,1.55,1.73,1.50,Tidak Lulus
2.51,3.17,3.06,2.83,2.46,1.06,2.51,Memuaskan
3.17,3.36,3.87,3.90,1.06,3.97,3.22,Sangat Memuaskan
2.06,2.28,1.99,2.76,1.49,1.02,1.93,Tidak Lulus
2.84,2.67,3.95,1.82,1.65,1.83,2.46,Memuaskan
3.02,3.38,1.96,3.34,1.88,1.90,2.58,Memuaskan
1.10,2.23,1.22,1.92,2.40,3.00,1.98,Tidak Lulus
3.75,2.47,2.16,2.16,1.66,3.71,2.65,Memuaskan
1.50,2.89,2.25,2.80,3.63,2.56,2.61,Memuaskan
2.07,3.00,1.66,1.65,3.30,1.32,2.17,Memuaskan
2.91,1.87,1.33,2.60,3.03,3.42,2.53,Memuaskan
2.78,1.38,3.10,2.41,2.66,1.11,2.24,Memuaskan
1.09,2.35,1.87,2.29,1.07,3.51,2.03,Memuaskan
3.74,2.92,2.70,1.81,2.95,1.41,2.59,Memuaskan
3.38,3.02,3.31,1.71,1.21,2.84,2.58,Memuaskan
1.65,3.25,1.48,1.12,2.19,2.68,2.06,Memuaskan
1.06,2.79,2.55,3.84,3.33,2.98,2.76,Memuaskan
2.34,2.91,2.83,2.90,2.47,1.64,2.52,Memuaskan
1.85,1.04,3.79,1.74,3.33,1.76,2.25,Memuaskan
3.24,2.82,1.19,3.66,1.22,2.93,2.51,Memuaskan
3.74,3.05,1.56,2.71,1.73,3.29,2.68,Memuaskan
2.65,1.21,3.82,3.81,1.77,2.51,2.63,Memuaskan
2.58,3.48,3.91,1.40,2.93,2.79,2.85,Sangat Memuaskan
3.06,1.27,2.03,3.02,2.10,3.03,2.42,Memuaskan
3.17,2.99,1.53,2.87,1.82,3.51,2.65,Memuaskan
2.85,1.35,1.78,3.76,2.04,1.22,2.17,Memuaskan
2.67,3.29,1.01,3.38,1.43,1.10,2.15,Memuaskan
3.78,3.25,3.48,3.39,1.98,1.45,2.89,Sangat Memuaskan
3.10,1.95,3.59,2.97,3.40,1.87,2.82,Sangat Memuaskan
1.87,2.67,3.11,3.49,1.83,1.01,2.33,Memuaskan
1.53,1.29,2.42,1.01,2.22,3.18,1.94,Tidak Lulus
2.32,3.42,1.23,3.66,1.39,1.82,2.30,Memuaskan
2.22,1.22,3.23,3.93,2.37,1.96,2.49,Memuaskan
2.37,1.75,1.98,1.22,3.53,1.59,2.07,Memuaskan
3.47,3.75,3.73,1.53,1.75,2.14,2.73,Memuaskan
2.91,2.20,1.35,2.05,3.47,1.46,2.24,Memuaskan
3.18,1.41,3.55,3.97,3.15,2.61,2.98,Sangat Memuaskan
1.40,2.73,2.17,1.80,1.48,3.02,2.10,Memuaskan
3.26,2.87,1.52,1.72,1.26,1.61,2.04,Memuaskan
1.26,1.45,1.72,3.92,1.41,3.60,2.23,Memuaskan
3.14,3.19,2.84,2.70,2.42,3.76,3.01,Sangat Memuaskan
1.09,1.68,2.62,1.44,1.17,1.03,1.51,Tidak Lulus
1.15,2.11,3.15,3.64,1.70,3.08,2.47,Memuaskan
1.44,2.40,1.30,2.89,1.21,1.94,1.86,Tidak Lulus
1.64,2.14,2.55,2.86,2.27,2.94,2.40,Memuaskan
2.85,3.50,3.56,2.80,2.04,2.69,2.91,Sangat Memuaskan
1.60,1.12,1.02,1.61,2.93,3.33,1.94,Tidak Lulus
1.75,1.69,3.26,3.36,1.06,1.32,2.07,Memuaskan
3.72,1.38,2.14,1.45,2.95,1.82,2.24,Memuaskan
3.59,1.05,3.89,1.36,3.81,2.60,2.72,Memuaskan
3.35,1.34,2.95,2.91,3.34,1.19,2.51,Memuaskan
1.50,1.35,1.74,2.19,3.57,1.81,2.03,Memuaskan
1.89,3.60,1.45,1.26,3.02,1.15,2.06,Memuaskan
1.68,2.68,1.36,3.01,2.58,1.15,2.08,Memuaskan
1.41,1.02,2.30,1.15,3.88,3.14,2.15,Memuaskan
1.19,2.09,1.99,3.65,3.81,1.72,2.41,Memuaskan
1.86,3.18,3.01,3.04,1.68,1.80,2.43,Memuaskan
2.76,2.11,2.53,2.84,3.51,1.68,2.57,Memuaskan
1.64,3.26,1.79,2.59,3.73,2.07,2.51,Memuaskan
1.26,3.79,2.26,1.33,1.12,1.16,1.82,Tidak Lulus
3.81,3.93,3.35,3.22,3.75,3.11,3.53,Cumlaude
2.38,2.28,1.42,3.49,3.88,1.86,2.55,Memuaskan
1.14,3.09,2.22,1.07,1.52,1.71,1.79,Tidak Lulus
3.47,3.10,3.99,2.53,2.67,3.01,3.13,Sangat Memuaskan
1.38,3.57,1.89,2.49,1.31,1.30,1.99,Tidak Lulus
1.96,1.96,3.95,3.21,3.81,1.87,2.79,Sangat Memuaskan
3.98,2.59,2.98,3.21,2.02,2.82,2.93,Sangat Memuaskan
2.10,2.68,1.55,1.92,2.60,2.57,2.24,Memuaskan
3.07,2.89,2.97,2.62,3.18,1.11,2.64,Memuaskan
1.77,1.11,1.39,1.19,3.26,2.60,1.89,Tidak Lulus
2.58,1.31,2.10,3.70,3.86,1.09,2.44,Memuaskan
2.97,1.30,1.78,2.38,1.01,1.90,1.89,Tidak Lulus
3.87,1.82,2.26,3.96,1.81,1.78,2.59,Memuaskan
2.76,3.30,3.75,3.94,2.55,2.04,3.06,Sangat Memuaskan
2.38,2.17,3.68,2.03,3.62,3.36,2.87,Sangat Memuaskan
3.05,1.53,3.06,3.92,1.94,2.01,2.58,Memuaskan
3.76,2.54,1.98,2.35,2.47,1.83,2.49,Memuaskan
2.15,3.09,3.31,1.63,2.49,3.42,2.68,Memuaskan
3.21,2.25,3.25,3.21,3.25,3.29,3.08,Sangat Memuaskan
1.29,3.47,3.05,3.07,1.87,3.50,2.71,Memuaskan
1.86,2.49,2.69,2.06,1.61,1.13,1.97,Tidak Lulus
1.74,2.52,3.84,3.62,3.06,3.32,3.02,Sangat Memuaskan
1.90,2.56,1.07,1.35,1.99,3.42,2.05,Memuaskan
1.26,2.92,2.64,1.88,3.91,1.51,2.35,Memuaskan
2.03,2.19,2.99,3.49,3.32,1.65,2.61,Memuaskan
2.59,2.90,1.34,3.26,3.84,2.47,2.74,Memuaskan
3.77,3.24,2.26,2.90,2.53,3.98,3.11,Sangat Memuaskan
2.96,1.03,2.23,2.39,2.49,3.85,2.49,Memuaskan
3.99,2.67,1.28,1.94,3.86,3.65,2.90,Sangat Memuaskan
2.67,3.63,1.59,1.31,2.99,3.02,2.53,Memuaskan
2.32,2.69,3.03,1.08,2.01,1.77,2.15,Memuaskan
1.67,3.40,2.94,1.36,1.93,1.17,2.08,Memuaskan
1.94,2.05,1.94,2.92,2.20,3.32,2.39,Memuaskan
3.43,3.21,1.13,3.65,2.80,1.83,2.67,Memuaskan
1.90,1.01,1.14,1.23,3.10,3.29,1.94,Tidak Lulus
1.06,3.73,2.05,3.33,3.72,3.51,2.90,Sangat Memuaskan
2.17,2.65,1.44,2.57,1.65,2.29,2.13,Memuaskan
2.34,2.22,3.30,2.15,1.08,2.56,2.27,Memuaskan
2.38,2.59,3.34,2.47,2.41,3.37,2.76,Memuaskan
2.62,3.23,2.79,2.82,3.20,1.36,2.67,Memuaskan
2.33,1.56,3.29,2.74,3.88,2.86,2.78,Sangat Memuaskan
2.62,2.02,2.68,2.33,2.18,3.62,2.58,Memuaskan
3.39,2.52,3.72,1.68,2.22,1.45,2.50,Memuaskan
1.97,2.38,3.01,1.72,1.97,2.86,2.32,Memuaskan
2.33,1.56,2.41,2.40,3.63,2.91,2.54,Memuaskan
3.34,2.12,2.94,3.71,3.96,1.52,2.93,Sangat Memuaskan
3.89,3.99,1.66,1.23,3.19,3.97,2.99,Sangat Memuaskan
1.81,3.97,3.00,3.12,3.32,2.61,2.97,Sangat Memuaskan
1.39,2.00,2.10,3.49,2.96,3.78,2.62,Memuaskan
3.61,3.92,1.78,1.26,1.08,2.75,2.40,Memuaskan
2.14,2.95,3.08,2.20,3.68,2.38,2.74,Memuaskan
2.82,2.69,2.34,3.31,1.96,2.27,2.56,Memuaskan
2.62,3.09,1.83,2.34,2.36,2.45,2.45,Memuaskan
1.94,2.08,2.39,1.48,3.17,1.96,2.17,Memuaskan
1.39,3.59,1.51,1.33,1.08,2.29,1.86,Tidak Lulus
1.72,1.78,3.73,2.29,1.41,1.20,2.02,Memuaskan
2.17,1.34,2.01,2.80,3.35,1.52,2.20,Memuaskan
2.95,3.05,1.71,2.95,3.47,2.48,2.77,Sangat Memuaskan
3.29,3.77,1.30,3.50,1.57,2.79,2.70,Memuaskan
2.30,2.93,2.00,1.96,1.36,2.64,2.20,Memuaskan
1.87,3.20,2.34,3.53,1.69,1.84,2.41,Memuaskan
2.86,3.42,2.36,1.71,3.01,1.57,2.49,Memuaskan
3.27,2.34,3.60,2.76,3.71,1.05,2.79,Sangat Memuaskan
1.28,2.92,1.80,1.30,2.57,3.05,2.15,Memuaskan
2.20,3.26,1.64,1.16,3.28,2.97,2.42,Memuaskan
2.17,3.10,2.81,3.64,2.05,1.52,2.55,Memuaskan
2.28,3.37,2.99,3.20,1.80,1.07,2.45,Memuaskan
1.10,3.24,2.74,3.94,2.59,3.42,2.84,Sangat Memuaskan
3.71,1.80,2.47,3.45,2.67,2.00,2.68,Memuaskan
1.69,1.26,3.26,1.97,2.52,3.94,2.44,Memuaskan
3.60,2.26,3.51,3.86,2.41,3.58,3.20,Sangat Memuaskan
3.60,2.01,3.75,3.65,2.10,3.83,3.16,Sangat Memuaskan
1.28,2.36,2.35,1.19,1.82,1.33,1.72,Tidak Lulus
2.12,1.58,3.75,1.73,1.15,1.20,1.92,Tidak Lulus
2.94,1.92,1.41,3.63,2.28,3.20,2.56,Memuaskan
3.47,3.00,2.89,1.04,3.77,1.16,2.56,Memuaskan
3.88,3.89,3.65,2.02,3.78,2.32,3.26,Sangat Memuaskan
3.09,2.34,3.44,1.54,3.30,2.01,2.62,Memuaskan
2.40,2.27,2.75,3.31,3.38,3.49,2.93,Sangat Memuaskan
3.15,1.84,1.22,1.19,3.89,2.59,2.31,Memuaskan
2.06,2.21,1.24,2.22,2.54,1.70,1.99,Tidak Lulus
2.11,3.16,1.09,1.23,1.72,2.18,1.92,Tidak Lulus
1.90,2.15,1.08,3.36,2.51,1.80,2.13,Memuaskan
3.95,1.32,1.34,1.26,2.62,3.17,2.28,Memuaskan
3.55,3.34,1.28,1.62,3.43,1.62,2.47,Memuaskan
3.67,1.23,1.31,2.25,2.55,1.69,2.12,Memuaskan
2.28,3.40,1.41,1.38,1.75,2.45,2.11,Memuaskan
3.62,2.13,2.94,1.79,2.69,3.10,2.71,Memuaskan
1.07,2.17,2.66,3.10,3.68,1.12,2.30,Memuaskan
3.18,2.24,2.62,2.40,1.99,1.62,2.34,Memuaskan
2.69,1.18,2.40,1.23,2.60,3.22,2.22,Memuaskan
2.97,1.63,2.34,2.91,3.03,2.17,2.51,Memuaskan
3.63,1.84,2.28,3.50,3.09,2.86,2.87,Sangat Memuaskan
3.74,3.49,1.81,2.46,2.89,3.28,2.95,Sangat Memuaskan
2.49,1.14,2.13,1.56,3.86,3.54,2.45,Memuaskan
2.92,3.70,2.66,3.41,1.56,3.09,2.89,Sangat Memuaskan
2.93,3.24,2.29,2.31,3.00,2.76,2.75,Memuaskan
3.08,1.81,2.84,1.87,1.03,2.11,2.12,Memuaskan
3.01,2.93,2.52,3.89,2.40,3.70,3.08,Sangat Memuaskan
2.32,3.22,1.96,2.94,2.00,3.80,2.71,Memuaskan
3.99,2.71,2.93,3.73,3.37,3.34,3.34,Sangat Memuaskan
3.05,2.32,2.11,1.54,1.67,3.38,2.34,Memuaskan
3.49,3.46,3.65,1.03,1.74,1.91,2.55,Memuaskan
3.19,1.06,2.46,1.46,2.07,2.39,2.11,Memuaskan
1.10,2.39,1.39,3.84,3.37,2.58,2.44,Memuaskan
3.76,3.56,3.93,2.34,1.22,3.03,2.97,Sangat Memuaskan
2.01,3.53,3.90,2.37,2.89,1.60,2.72,Memuaskan
3.91,2.35,1.58,3.31,3.92,1.69,2.79,Sangat Memuaskan
1.91,3.92,1.38,2.74,2.26,2.14,2.39,Memuaskan
3.77,1.09,1.44,2.46,3.83,2.10,2.45,Memuaskan
3.51,2.83,2.04,3.97,2.10,2.25,2.78,Sangat Memuaskan
2.54,3.98,3.15,3.05,2.72,1.05,2.75,Memuaskan
2.77,3.98,3.14,1.67,3.82,2.45,2.97,Sangat Memuaskan
2.76,1.66,2.87,2.08,1.67,1.90,2.16,Memuaskan
2.43,1.27,3.41,3.52,1.11,2.59,2.39,Memuaskan
1.79,2.06,3.57,2.64,2.50,1.39,2.33,Memuaskan
3.24,3.26,3.34,2.45,3.29,3.20,3.13,Sangat Memuaskan
1.81,2.32,3.63,1.69,1.44,2.43,2.22,Memuaskan
1.49,2.04,3.01,3.30,2.43,2.38,2.44,Memuaskan
1.54,1.77,1.82,1.70,1.61,1.10,1.59,Tidak Lulus
1.17,2.77,2.55,1.10,2.03,3.09,2.12,Memuaskan
1.11,3.04,2.22,3.18,3.86,2.35,2.63,Memuaskan
1.76,1.60,1.62,2.80,2.67,3.00,2.24,Memuaskan
3.23,2.37,1.89,1.95,2.70,3.45,2.60,Memuaskan
1.41,1.83,3.08,2.93,1.49,1.26,2.00,Memuaskan
1.01,1.27,3.08,2.26,3.53,2.22,2.23,Memuaskan
2.68,1.91,2.35,3.56,2.29,3.68,2.75,Memuaskan
3.84,1.60,1.10,2.45,2.94,1.10,2.17,Memuaskan
1.51,2.52,2.32,3.49,2.55,2.84,2.54,Memuaskan
3.11,2.57,1.99,2.10,2.17,3.21,2.53,Memuaskan
3.87,3.71,3.11,2.49,3.26,3.71,3.36,Sangat Memuaskan
2.28,2.72,1.22,1.17,2.24,1.92,1.93,Tidak Lulus
3.76,2.85,1.85,3.14,1.48,1.66,2.46,Memuaskan
1.87,2.88,2.71,1.04,2.42,3.98,2.48,Memuaskan
1.29,3.69,3.45,2.65,3.84,3.99,3.15,Sangat Memuaskan
1.30,3.59,3.52,3.44,3.62,3.15,3.10,Sangat Memuaskan
1.76,2.92,1.46,1.40,2.62,2.40,2.09,Memuaskan
3.00,2.56,3.08,2.88,1.62,3.97,2.85,Sangat Memuaskan
1.31,3.22,2.13,1.40,2.69,3.89,2.44,Memuaskan
2.15,3.99,3.97,1.20,1.25,1.12,2.28,Memuaskan
3.70,1.44,2.36,1.15,1.85,3.84,2.39,Memuaskan
2.01,3.02,3.50,1.70,3.27,3.21,2.78,Sangat Memuaskan
1.63,1.74,3.81,3.48,3.57,3.86,3.01,Sangat Memuaskan
1.34,1.60,3.25,1.45,3.05,3.79,2.41,Memuaskan
2.44,1.31,2.04,1.38,2.48,1.78,1.91,Tidak Lulus
2.19,1.19,2.85,2.40,3.59,1.18,2.23,Memuaskan
3.12,2.73,3.90,3.63,2.69,2.52,3.10,Sangat Memuaskan
1.17,2.75,3.67,3.91,1.01,2.95,2.58,Memuaskan
1.33,3.46,2.33,1.60,3.47,1.79,2.33,Memuaskan
1.02,2.49,2.88,3.90,3.78,3.78,2.98,Sangat Memuaskan
2.09,1.81,1.82,3.28,3.74,2.18,2.49,Memuaskan
2.00,2.49,1.94,2.21,2.22,1.46,2.05,Memuaskan
2.32,2.07,2.40,3.55,2.13,3.43,2.65,Memuaskan
1.15,3.41,1.05,3.68,1.29,2.63,2.20,Memuaskan
